时间（s）,X轴速度值（cm/s）,Y轴速度值（cm/s）,Z轴速度值（cm/s）
-0.500000,0.001000,0.002000,0.001000
-0.499805,0.001000,0.001000,0.002000
-0.499609,0.002000,0.003000,0.000000
-0.499414,0.002000,0.003000,0.002000
-0.499219,0.002000,0.002000,0.001000
-0.499023,0.002000,0.002000,0.002000
-0.498828,0.001000,0.002000,0.000000
-0.498633,0.002000,0.001000,0.002000
-0.498438,0.001000,0.001000,0.001000
-0.498242,0.003000,0.002000,0.001000
-0.498047,0.002000,0.003000,0.001000
-0.497852,0.003000,0.003000,0.001000
-0.497656,0.002000,-0.001000,0.003000
-0.497461,0.003000,0.001000,0.000000
-0.497266,0.003000,0.002000,0.002000
-0.497070,0.002000,0.003000,0.000000
-0.496875,0.001000,0.002000,0.002000
-0.496680,0.002000,-0.001000,0.000000
-0.496484,0.004000,0.002000,0.001000
-0.496289,0.002000,0.002000,0.000000
-0.496094,0.001000,0.002000,0.002000
-0.495898,0.003000,0.000000,0.002000
-0.495703,0.002000,0.001000,0.002000
-0.495508,0.002000,0.002000,0.001000
-0.495312,0.002000,0.002000,0.001000
-0.495117,0.002000,0.001000,0.001000
-0.494922,0.001000,0.001000,0.002000
-0.494727,0.002000,0.003000,0.000000
-0.494531,0.002000,0.002000,0.002000
-0.494336,0.002000,0.001000,0.002000
-0.494141,0.001000,0.000000,0.001000
-0.493945,0.003000,0.003000,0.002000
-0.493750,0.001000,0.002000,0.001000
-0.493555,0.002000,0.000000,0.002000
-0.493359,0.003000,0.001000,0.001000
-0.493164,0.002000,0.001000,0.002000
-0.492969,0.002000,0.004000,0.000000
-0.492773,0.002000,0.002000,0.002000
-0.492578,0.003000,0.000000,0.002000
-0.492383,0.002000,0.001000,0.002000
-0.492188,0.002000,0.004000,0.002000
-0.491992,0.002000,0.002000,0.001000
-0.491797,0.002000,0.000000,0.001000
-0.491602,0.002000,0.001000,0.002000
-0.491406,0.002000,0.003000,0.002000
-0.491211,0.003000,0.002000,0.001000
-0.491016,0.002000,0.001000,0.001000
-0.490820,0.002000,0.002000,0.001000
-0.490625,0.002000,0.002000,0.001000
-0.490430,0.001000,0.002000,0.001000
-0.490234,0.003000,0.001000,0.001000
-0.490039,0.003000,0.001000,0.001000
-0.489844,0.002000,0.003000,0.001000
-0.489648,0.002000,0.001000,0.002000
-0.489453,0.001000,0.001000,0.002000
-0.489258,0.002000,0.002000,0.001000
-0.489062,0.003000,0.002000,0.000000
-0.488867,0.002000,0.001000,0.001000
-0.488672,0.003000,0.003000,0.002000
-0.488477,0.002000,0.003000,0.002000
-0.488281,0.001000,0.001000,0.001000
-0.488086,0.002000,0.002000,0.001000
-0.487891,0.003000,0.003000,0.001000
-0.487695,0.003000,0.002000,0.002000
-0.487500,0.002000,0.001000,0.001000
-0.487305,0.002000,0.001000,0.000000
-0.487109,0.001000,0.001000,0.000000
-0.486914,0.002000,0.001000,0.001000
-0.486719,0.003000,0.000000,0.002000
-0.486523,0.002000,0.000000,0.000000
-0.486328,0.002000,0.001000,0.002000
-0.486133,0.001000,0.002000,0.001000
-0.485938,0.003000,0.002000,0.001000
-0.485742,0.004000,0.001000,0.001000
-0.485547,0.002000,0.002000,0.002000
-0.485352,0.003000,0.003000,0.001000
-0.485156,0.002000,0.002000,0.000000
-0.484961,0.002000,0.001000,0.001000
-0.484766,0.002000,0.001000,0.002000
-0.484570,0.003000,0.003000,0.001000
-0.484375,0.002000,0.003000,0.002000
-0.484180,0.003000,0.000000,0.002000
-0.483984,0.002000,0.001000,0.001000
-0.483789,0.001000,0.003000,0.001000
-0.483594,0.002000,0.003000,0.001000
-0.483398,0.002000,0.002000,0.002000
-0.483203,0.003000,0.002000,0.002000
-0.483008,0.003000,0.001000,0.002000
-0.482812,0.003000,0.003000,0.001000
-0.482617,0.001000,0.001000,0.001000
-0.482422,0.003000,0.000000,0.002000
-0.482227,0.003000,0.002000,0.001000
-0.482031,0.003000,0.003000,0.001000
-0.481836,0.003000,0.002000,0.002000
-0.481641,0.002000,0.001000,0.001000
-0.481445,0.002000,0.001000,0.002000
-0.481250,0.002000,0.002000,0.001000
-0.481055,0.002000,0.002000,0.000000
-0.480859,0.001000,0.002000,0.002000
-0.480664,0.004000,-0.001000,0.001000
-0.480469,0.002000,0.004000,0.000000
-0.480273,0.003000,0.005000,0.000000
-0.480078,0.003000,0.001000,0.001000
-0.479883,0.003000,-0.001000,0.001000
-0.479688,0.003000,0.002000,0.001000
-0.479492,0.002000,0.002000,0.001000
-0.479297,0.001000,0.001000,0.001000
-0.479102,0.002000,0.001000,0.001000
-0.478906,0.002000,0.002000,0.001000
-0.478711,0.003000,0.002000,0.001000
-0.478516,0.002000,0.002000,0.001000
-0.478320,0.003000,0.001000,0.001000
-0.478125,0.002000,0.001000,0.001000
-0.477930,0.002000,0.003000,0.000000
-0.477734,0.002000,0.002000,0.001000
-0.477539,0.002000,0.001000,0.001000
-0.477344,0.003000,0.001000,0.001000
-0.477148,0.003000,0.002000,0.001000
-0.476953,0.001000,0.003000,0.001000
-0.476758,0.002000,0.000000,0.001000
-0.476562,0.002000,0.002000,0.001000
-0.476367,0.003000,0.003000,0.001000
-0.476172,0.002000,0.003000,0.001000
-0.475977,0.002000,0.000000,0.002000
-0.475781,0.001000,0.001000,0.000000
-0.475586,0.003000,0.003000,0.001000
-0.475391,0.001000,0.002000,0.001000
-0.475195,0.002000,0.001000,0.002000
-0.475000,0.001000,0.000000,0.003000
-0.474805,0.001000,0.001000,0.002000
-0.474609,0.002000,0.002000,0.002000
-0.474414,0.003000,-0.001000,0.001000
-0.474219,0.003000,0.001000,0.002000
-0.474023,0.002000,0.003000,0.001000
-0.473828,0.001000,0.002000,0.001000
-0.473633,0.003000,0.001000,0.002000
-0.473438,0.002000,0.001000,0.002000
-0.473242,0.002000,0.003000,0.001000
-0.473047,0.003000,0.003000,0.001000
-0.472852,0.002000,0.000000,0.000000
-0.472656,0.003000,0.001000,0.001000
-0.472461,0.002000,0.001000,0.002000
-0.472266,0.002000,0.003000,-0.001000
-0.472070,0.003000,0.001000,0.001000
-0.471875,0.003000,0.000000,0.002000
-0.471680,0.002000,0.002000,0.001000
-0.471484,0.003000,0.003000,0.000000
-0.471289,0.002000,0.003000,0.001000
-0.471094,0.002000,0.002000,0.002000
-0.470898,0.002000,0.002000,0.000000
-0.470703,0.003000,0.003000,0.001000
-0.470508,0.002000,0.002000,0.002000
-0.470312,0.001000,0.003000,0.000000
-0.470117,0.003000,0.001000,0.002000
-0.469922,0.002000,0.002000,0.001000
-0.469727,0.002000,0.003000,0.001000
-0.469531,0.002000,0.001000,0.000000
-0.469336,0.002000,0.001000,0.002000
-0.469141,0.003000,0.003000,0.001000
-0.468945,0.002000,0.001000,0.000000
-0.468750,0.002000,0.000000,0.002000
-0.468555,0.001000,0.001000,0.001000
-0.468359,0.002000,0.002000,0.000000
-0.468164,0.002000,0.001000,0.001000
-0.467969,0.003000,0.001000,0.002000
-0.467773,0.002000,0.002000,0.001000
-0.467578,0.002000,0.002000,0.001000
-0.467383,0.002000,0.002000,0.001000
-0.467188,0.003000,0.001000,0.001000
-0.466992,0.002000,0.001000,0.001000
-0.466797,0.002000,0.002000,0.000000
-0.466602,0.004000,0.002000,0.001000
-0.466406,0.001000,0.000000,0.001000
-0.466211,0.002000,0.000000,0.001000
-0.466016,0.002000,0.002000,0.001000
-0.465820,0.002000,0.002000,0.001000
-0.465625,0.002000,0.001000,0.001000
-0.465430,0.002000,0.002000,0.001000
-0.465234,0.002000,0.002000,0.000000
-0.465039,0.003000,0.003000,0.000000
-0.464844,0.003000,0.001000,0.002000
-0.464648,0.002000,0.000000,0.001000
-0.464453,0.003000,0.002000,0.000000
-0.464258,0.002000,0.003000,0.001000
-0.464062,0.002000,0.002000,0.000000
-0.463867,0.003000,0.002000,0.002000
-0.463672,0.004000,0.002000,0.001000
-0.463477,0.003000,0.002000,0.000000
-0.463281,0.001000,0.002000,0.002000
-0.463086,0.000000,0.001000,0.001000
-0.462891,0.002000,0.002000,0.000000
-0.462695,0.003000,0.003000,0.001000
-0.462500,0.002000,0.000000,0.002000
-0.462305,0.002000,0.001000,0.001000
-0.462109,0.003000,0.003000,0.002000
-0.461914,0.002000,0.002000,0.001000
-0.461719,0.002000,0.003000,0.002000
-0.461523,0.003000,0.000000,0.001000
-0.461328,0.003000,0.002000,0.001000
-0.461133,0.003000,0.003000,0.001000
-0.460938,0.002000,0.002000,0.001000
-0.460742,0.002000,0.002000,0.002000
-0.460547,0.003000,0.000000,0.001000
-0.460352,0.003000,0.001000,0.001000
-0.460156,0.002000,0.002000,0.001000
-0.459961,0.001000,0.002000,0.002000
-0.459766,0.004000,0.001000,0.002000
-0.459570,0.003000,0.002000,0.002000
-0.459375,0.003000,0.002000,0.002000
-0.459180,0.003000,0.001000,0.002000
-0.458984,0.002000,0.001000,0.001000
-0.458789,0.003000,0.002000,0.001000
-0.458594,0.003000,0.002000,0.001000
-0.458398,0.003000,0.002000,0.002000
-0.458203,0.003000,0.003000,0.001000
-0.458008,0.002000,0.002000,0.002000
-0.457812,0.002000,0.003000,0.001000
-0.457617,0.002000,0.001000,0.001000
-0.457422,0.002000,0.002000,0.002000
-0.457227,0.002000,0.002000,0.000000
-0.457031,0.002000,0.003000,0.002000
-0.456836,0.002000,0.001000,0.001000
-0.456641,0.003000,0.003000,0.002000
-0.456445,0.003000,0.001000,0.001000
-0.456250,0.002000,0.002000,0.002000
-0.456055,0.001000,0.002000,0.002000
-0.455859,0.001000,0.000000,0.001000
-0.455664,0.003000,0.002000,0.002000
-0.455469,0.002000,0.002000,0.001000
-0.455273,0.002000,0.001000,0.001000
-0.455078,0.002000,0.001000,0.001000
-0.454883,0.002000,0.002000,0.001000
-0.454688,0.001000,0.002000,0.001000
-0.454492,0.002000,0.002000,0.002000
-0.454297,0.002000,0.001000,0.002000
-0.454102,0.003000,0.002000,0.001000
-0.453906,0.003000,0.002000,0.001000
-0.453711,0.002000,0.001000,0.002000
-0.453516,0.002000,0.002000,0.001000
-0.453320,0.002000,0.001000,0.001000
-0.453125,0.003000,0.002000,0.001000
-0.452930,0.002000,0.002000,0.001000
-0.452734,0.002000,0.001000,0.000000
-0.452539,0.002000,0.001000,0.001000
-0.452344,0.002000,0.002000,0.001000
-0.452148,0.002000,0.002000,0.001000
-0.451953,0.001000,0.003000,0.002000
-0.451758,0.003000,0.002000,0.000000
-0.451562,0.002000,0.001000,0.001000
-0.451367,0.002000,0.002000,0.001000
-0.451172,0.002000,0.002000,0.001000
-0.450977,0.001000,0.001000,0.002000
-0.450781,0.003000,0.001000,0.001000
-0.450586,0.002000,0.001000,0.003000
-0.450391,0.002000,0.003000,-0.001000
-0.450195,0.001000,0.001000,0.002000
-0.450000,0.002000,0.002000,0.000000
-0.449805,0.001000,0.002000,0.003000
-0.449609,0.001000,0.002000,0.001000
-0.449414,0.002000,0.004000,0.000000
-0.449219,0.002000,0.002000,0.003000
-0.449023,0.002000,0.000000,0.001000
-0.448828,0.002000,0.002000,0.003000
-0.448633,0.001000,0.002000,0.000000
-0.448438,0.002000,0.002000,0.004000
-0.448242,0.002000,0.001000,-0.001000
-0.448047,0.001000,0.003000,0.003000
-0.447852,0.002000,0.004000,-0.001000
-0.447656,0.002000,0.001000,0.003000
-0.447461,0.002000,0.001000,0.000000
-0.447266,0.003000,0.001000,0.002000
-0.447070,0.001000,0.002000,0.001000
-0.446875,0.001000,0.001000,0.003000
-0.446680,0.003000,0.000000,0.002000
-0.446484,0.003000,0.002000,0.001000
-0.446289,0.001000,0.003000,0.002000
-0.446094,0.003000,0.002000,0.003000
-0.445898,0.002000,0.000000,0.003000
-0.445703,0.002000,0.002000,0.001000
-0.445508,0.002000,0.003000,0.001000
-0.445312,0.003000,0.002000,0.003000
-0.445117,0.001000,0.001000,0.003000
-0.444922,0.003000,0.002000,0.000000
-0.444727,0.003000,0.002000,0.003000
-0.444531,0.002000,0.002000,0.001000
-0.444336,0.003000,0.001000,0.001000
-0.444141,0.002000,0.001000,0.002000
-0.443945,0.003000,0.004000,0.000000
-0.443750,0.002000,0.003000,0.004000
-0.443555,0.002000,-0.001000,-0.001000
-0.443359,0.002000,0.001000,0.004000
-0.443164,0.003000,0.002000,-0.001000
-0.442969,0.002000,0.002000,0.003000
-0.442773,0.001000,0.001000,0.000000
-0.442578,0.002000,0.000000,0.003000
-0.442383,0.002000,0.002000,0.000000
-0.442188,0.003000,0.003000,0.002000
-0.441992,0.001000,0.002000,0.001000
-0.441797,0.001000,0.001000,0.002000
-0.441602,0.002000,0.001000,0.001000
-0.441406,0.003000,0.003000,0.000000
-0.441211,0.002000,0.001000,0.001000
-0.441016,0.002000,0.001000,0.000000
-0.440820,0.002000,0.002000,0.002000
-0.440625,0.002000,0.004000,-0.001000
-0.440430,0.002000,0.002000,0.002000
-0.440234,0.001000,-0.001000,0.001000
-0.440039,0.003000,0.002000,0.003000
-0.439844,0.002000,0.004000,0.001000
-0.439648,0.002000,0.004000,0.001000
-0.439453,0.003000,0.000000,0.000000
-0.439258,0.003000,-0.001000,0.003000
-0.439062,0.002000,0.003000,0.001000
-0.438867,0.002000,0.003000,0.000000
-0.438672,0.002000,0.001000,0.002000
-0.438477,0.003000,-0.001000,0.002000
-0.438281,0.002000,0.002000,0.002000
-0.438086,0.002000,0.005000,0.000000
-0.437891,0.001000,0.001000,0.002000
-0.437695,0.003000,-0.001000,0.000000
-0.437500,0.001000,0.002000,0.000000
-0.437305,0.002000,0.003000,0.001000
-0.437109,0.003000,0.001000,0.003000
-0.436914,0.002000,0.000000,0.001000
-0.436719,0.002000,0.001000,0.002000
-0.436523,0.002000,0.003000,0.000000
-0.436328,0.002000,0.001000,0.002000
-0.436133,0.002000,-0.001000,0.001000
-0.435938,0.003000,0.000000,0.001000
-0.435742,0.003000,0.004000,0.001000
-0.435547,0.002000,0.001000,0.002000
-0.435352,0.002000,-0.001000,0.002000
-0.435156,0.001000,0.002000,0.000000
-0.434961,0.001000,0.004000,0.001000
-0.434766,0.003000,0.004000,0.001000
-0.434570,0.002000,-0.001000,0.000000
-0.434375,0.003000,0.000000,0.000000
-0.434180,0.002000,0.002000,0.001000
-0.433984,0.000000,0.002000,0.000000
-0.433789,0.004000,0.000000,0.002000
-0.433594,0.003000,0.001000,0.000000
-0.433398,0.003000,0.003000,0.003000
-0.433203,0.002000,0.003000,0.001000
-0.433008,0.004000,0.001000,0.001000
-0.432812,0.003000,-0.001000,0.002000
-0.432617,0.003000,0.003000,0.001000
-0.432422,0.002000,0.004000,0.003000
-0.432227,0.001000,0.001000,0.001000
-0.432031,0.003000,0.000000,0.002000
-0.431836,0.003000,0.004000,0.001000
-0.431641,0.002000,0.003000,0.002000
-0.431445,0.003000,0.002000,0.001000
-0.431250,0.003000,-0.001000,0.001000
-0.431055,0.003000,0.001000,0.002000
-0.430859,0.002000,0.003000,0.001000
-0.430664,0.001000,0.002000,0.001000
-0.430469,0.002000,0.001000,0.002000
-0.430273,0.003000,0.000000,0.000000
-0.430078,0.003000,0.004000,0.000000
-0.429883,0.002000,0.003000,0.001000
-0.429688,0.003000,0.000000,0.003000
-0.429492,0.003000,0.001000,0.002000
-0.429297,0.002000,0.003000,0.000000
-0.429102,0.002000,0.003000,0.002000
-0.428906,0.003000,0.000000,0.002000
-0.428711,0.003000,0.000000,0.000000
-0.428516,0.002000,0.002000,0.001000
-0.428320,0.001000,0.004000,0.001000
-0.428125,0.002000,0.001000,0.001000
-0.427930,0.001000,-0.001000,0.002000
-0.427734,0.001000,0.004000,0.001000
-0.427539,0.001000,0.004000,0.001000
-0.427344,0.003000,0.002000,0.002000
-0.427148,0.003000,-0.002000,0.000000
-0.426953,0.001000,0.001000,0.003000
-0.426758,0.002000,0.003000,0.002000
-0.426562,0.002000,0.001000,0.000000
-0.426367,0.002000,0.001000,0.002000
-0.426172,0.002000,0.002000,0.002000
-0.425977,0.003000,0.001000,0.001000
-0.425781,0.001000,0.001000,0.000000
-0.425586,0.002000,0.001000,0.002000
-0.425391,0.002000,0.001000,0.001000
-0.425195,0.001000,0.002000,0.000000
-0.425000,0.003000,0.002000,0.000000
-0.424805,0.002000,0.002000,0.000000
-0.424609,0.003000,0.000000,0.000000
-0.424414,0.002000,0.001000,0.000000
-0.424219,0.002000,0.003000,0.002000
-0.424023,0.002000,0.001000,0.001000
-0.423828,0.002000,0.002000,0.000000
-0.423633,0.002000,0.000000,0.001000
-0.423438,0.002000,0.001000,0.001000
-0.423242,0.001000,0.001000,0.001000
-0.423047,0.002000,0.001000,0.001000
-0.422852,0.002000,0.002000,0.001000
-0.422656,0.002000,0.002000,0.001000
-0.422461,0.002000,0.003000,0.001000
-0.422266,0.002000,0.001000,0.001000
-0.422070,0.004000,0.000000,0.000000
-0.421875,0.003000,0.001000,0.003000
-0.421680,0.001000,0.002000,0.001000
-0.421484,0.001000,0.001000,0.002000
-0.421289,0.003000,0.001000,0.002000
-0.421094,0.002000,0.002000,0.001000
-0.420898,0.002000,0.002000,0.001000
-0.420703,0.003000,0.002000,0.002000
-0.420508,0.002000,0.000000,0.001000
-0.420312,0.002000,0.002000,0.001000
-0.420117,0.003000,0.001000,0.001000
-0.419922,0.002000,0.002000,0.000000
-0.419727,0.002000,0.002000,0.002000
-0.419531,0.003000,0.002000,0.002000
-0.419336,0.002000,0.001000,0.002000
-0.419141,0.002000,0.002000,0.001000
-0.418945,0.002000,0.002000,0.002000
-0.418750,0.002000,0.000000,0.002000
-0.418555,0.002000,0.002000,0.001000
-0.418359,0.003000,0.002000,0.002000
-0.418164,0.002000,0.001000,0.001000
-0.417969,0.003000,0.002000,0.002000
-0.417773,0.002000,0.003000,0.000000
-0.417578,0.002000,0.002000,0.002000
-0.417383,0.001000,0.001000,0.002000
-0.417188,0.002000,0.001000,0.002000
-0.416992,0.003000,0.002000,0.001000
-0.416797,0.002000,0.001000,0.001000
-0.416602,0.003000,0.002000,0.001000
-0.416406,0.002000,0.000000,0.001000
-0.416211,0.002000,0.002000,0.002000
-0.416016,0.003000,0.002000,0.001000
-0.415820,0.001000,0.002000,0.001000
-0.415625,0.002000,0.002000,0.002000
-0.415430,0.003000,0.002000,0.001000
-0.415234,0.001000,0.003000,0.002000
-0.415039,0.002000,0.003000,0.002000
-0.414844,0.003000,0.002000,0.001000
-0.414648,0.003000,0.002000,0.001000
-0.414453,0.002000,0.004000,0.001000
-0.414258,0.002000,0.002000,0.002000
-0.414062,0.003000,0.000000,0.001000
-0.413867,0.002000,0.000000,0.001000
-0.413672,0.001000,0.001000,0.001000
-0.413477,0.004000,0.002000,0.000000
-0.413281,0.002000,0.002000,0.001000
-0.413086,0.002000,0.000000,0.001000
-0.412891,0.003000,0.001000,0.000000
-0.412695,0.003000,0.001000,0.000000
-0.412500,0.002000,0.002000,0.000000
-0.412305,0.002000,0.001000,0.002000
-0.412109,0.002000,0.001000,0.001000
-0.411914,0.002000,0.002000,0.001000
-0.411719,0.003000,0.002000,0.001000
-0.411523,0.002000,0.001000,0.003000
-0.411328,0.003000,0.001000,0.001000
-0.411133,0.002000,0.002000,0.000000
-0.410938,0.003000,-0.001000,0.001000
-0.410742,0.003000,0.001000,0.001000
-0.410547,0.002000,0.002000,0.001000
-0.410352,0.003000,0.002000,0.000000
-0.410156,0.003000,0.001000,0.000000
-0.409961,0.002000,0.000000,0.001000
-0.409766,0.002000,0.001000,0.002000
-0.409570,0.003000,0.003000,0.002000
-0.409375,0.002000,0.002000,0.001000
-0.409180,0.002000,0.001000,0.001000
-0.408984,0.002000,0.001000,0.000000
-0.408789,0.003000,0.002000,0.001000
-0.408594,0.003000,0.003000,0.002000
-0.408398,0.002000,0.001000,0.002000
-0.408203,0.001000,0.000000,0.002000
-0.408008,0.003000,0.001000,0.001000
-0.407812,0.002000,0.003000,0.001000
-0.407617,0.003000,0.002000,0.000000
-0.407422,0.001000,0.001000,0.001000
-0.407227,0.002000,0.001000,0.001000
-0.407031,0.002000,0.001000,0.002000
-0.406836,0.002000,0.002000,0.000000
-0.406641,0.002000,0.002000,0.001000
-0.406445,0.003000,0.001000,0.000000
-0.406250,0.004000,0.001000,0.002000
-0.406055,0.002000,0.002000,0.001000
-0.405859,0.002000,0.002000,0.001000
-0.405664,0.001000,0.002000,0.001000
-0.405469,0.003000,0.003000,0.002000
-0.405273,0.003000,0.001000,0.003000
-0.405078,0.003000,0.003000,0.002000
-0.404883,0.003000,0.003000,0.001000
-0.404688,0.003000,0.002000,0.000000
-0.404492,0.003000,0.002000,0.002000
-0.404297,0.002000,0.001000,0.001000
-0.404102,0.003000,0.003000,0.002000
-0.403906,0.003000,0.003000,0.001000
-0.403711,0.003000,0.003000,0.001000
-0.403516,0.002000,0.001000,0.001000
-0.403320,0.002000,0.002000,0.002000
-0.403125,0.002000,0.001000,0.002000
-0.402930,0.003000,0.002000,0.001000
-0.402734,0.001000,0.002000,0.002000
-0.402539,0.002000,0.001000,0.002000
-0.402344,0.002000,0.003000,0.002000
-0.402148,0.002000,0.002000,0.002000
-0.401953,0.002000,0.002000,0.001000
-0.401758,0.002000,0.000000,0.001000
-0.401562,0.002000,0.001000,0.000000
-0.401367,0.002000,0.002000,0.000000
-0.401172,0.002000,0.000000,0.000000
-0.400977,0.002000,0.002000,0.000000
-0.400781,0.002000,0.000000,0.001000
-0.400586,0.003000,0.001000,0.000000
-0.400391,0.002000,0.003000,0.001000
-0.400195,0.001000,-0.002000,0.001000
-0.400000,0.003000,0.000000,0.002000
-0.399805,0.003000,0.002000,0.002000
-0.399609,0.000000,0.002000,0.000000
-0.399414,0.002000,0.001000,0.001000
-0.399219,0.003000,0.001000,0.002000
-0.399023,0.002000,0.001000,0.002000
-0.398828,0.001000,0.002000,0.000000
-0.398633,0.003000,0.002000,-0.001000
-0.398438,0.003000,0.002000,0.002000
-0.398242,0.002000,0.001000,0.001000
-0.398047,0.002000,0.002000,0.001000
-0.397852,0.003000,0.001000,0.001000
-0.397656,0.003000,0.001000,0.001000
-0.397461,0.002000,0.002000,0.002000
-0.397266,0.002000,0.002000,0.002000
-0.397070,0.001000,0.003000,0.001000
-0.396875,0.003000,0.001000,0.001000
-0.396680,0.002000,0.001000,0.000000
-0.396484,0.002000,0.002000,0.000000
-0.396289,0.003000,0.002000,0.002000
-0.396094,0.002000,0.001000,0.001000
-0.395898,0.001000,0.001000,0.002000
-0.395703,0.001000,0.002000,0.002000
-0.395508,0.002000,0.002000,0.000000
-0.395312,0.002000,0.002000,0.001000
-0.395117,0.001000,0.002000,0.001000
-0.394922,0.002000,0.002000,0.001000
-0.394727,0.001000,0.002000,0.002000
-0.394531,0.001000,0.002000,0.001000
-0.394336,0.002000,0.002000,0.001000
-0.394141,0.002000,0.000000,0.001000
-0.393945,0.002000,0.001000,0.000000
-0.393750,0.003000,0.001000,0.000000
-0.393555,0.002000,0.001000,0.001000
-0.393359,0.003000,0.002000,0.001000
-0.393164,0.002000,0.001000,0.001000
-0.392969,0.003000,0.001000,0.002000
-0.392773,0.002000,0.002000,0.001000
-0.392578,0.003000,0.002000,0.001000
-0.392383,0.001000,0.001000,0.000000
-0.392188,0.003000,0.001000,0.001000
-0.391992,0.003000,0.001000,0.001000
-0.391797,0.003000,0.002000,0.001000
-0.391602,0.003000,0.001000,0.001000
-0.391406,0.003000,0.003000,0.001000
-0.391211,0.002000,0.002000,0.001000
-0.391016,0.002000,0.000000,0.001000
-0.390820,0.002000,0.002000,0.001000
-0.390625,0.004000,0.002000,0.000000
-0.390430,0.002000,0.003000,0.003000
-0.390234,0.001000,0.003000,0.001000
-0.390039,0.002000,0.002000,0.003000
-0.389844,0.003000,0.002000,0.001000
-0.389648,0.002000,0.001000,0.000000
-0.389453,0.002000,0.000000,0.001000
-0.389258,0.002000,0.001000,0.001000
-0.389062,0.002000,0.001000,0.001000
-0.388867,0.001000,0.001000,0.000000
-0.388672,0.002000,0.002000,0.000000
-0.388477,0.002000,0.002000,0.001000
-0.388281,0.003000,0.001000,0.000000
-0.388086,0.002000,0.002000,0.002000
-0.387891,0.002000,0.001000,0.000000
-0.387695,0.003000,0.002000,0.003000
-0.387500,0.003000,0.001000,-0.001000
-0.387305,0.002000,0.001000,0.002000
-0.387109,0.003000,0.002000,-0.002000
-0.386914,0.002000,0.002000,0.003000
-0.386719,0.002000,0.000000,0.000000
-0.386523,0.002000,0.000000,0.002000
-0.386328,0.002000,0.002000,0.000000
-0.386133,0.002000,0.002000,0.002000
-0.385938,0.003000,0.001000,0.001000
-0.385742,0.002000,0.000000,0.001000
-0.385547,0.002000,0.001000,0.002000
-0.385352,0.003000,0.002000,0.000000
-0.385156,0.002000,0.002000,0.002000
-0.384961,0.003000,0.000000,0.000000
-0.384766,0.002000,0.001000,0.003000
-0.384570,0.001000,0.003000,0.000000
-0.384375,0.002000,0.001000,0.001000
-0.384180,0.003000,0.001000,-0.001000
-0.383984,0.003000,0.002000,0.003000
-0.383789,0.003000,0.003000,0.001000
-0.383594,0.002000,0.002000,0.002000
-0.383398,0.003000,0.000000,0.001000
-0.383203,0.001000,0.002000,0.000000
-0.383008,0.001000,0.002000,0.001000
-0.382812,0.001000,0.003000,0.000000
-0.382617,0.003000,0.002000,0.003000
-0.382422,0.004000,0.001000,-0.001000
-0.382227,0.001000,0.003000,0.004000
-0.382031,0.002000,0.003000,-0.002000
-0.381836,0.003000,0.001000,0.003000
-0.381641,0.002000,0.001000,-0.002000
-0.381445,0.003000,0.001000,0.004000
-0.381250,0.002000,0.002000,-0.001000
-0.381055,0.003000,0.001000,0.001000
-0.380859,0.002000,0.001000,0.001000
-0.380664,0.001000,0.002000,0.000000
-0.380469,0.001000,0.003000,0.001000
-0.380273,0.002000,0.002000,-0.001000
-0.380078,0.003000,0.000000,0.002000
-0.379883,0.002000,0.001000,-0.001000
-0.379688,0.002000,0.003000,0.003000
-0.379492,0.003000,0.001000,-0.001000
-0.379297,0.002000,0.001000,0.002000
-0.379102,0.001000,0.001000,0.001000
-0.378906,0.002000,0.002000,0.002000
-0.378711,0.004000,0.003000,0.000000
-0.378516,0.002000,0.001000,0.002000
-0.378320,0.002000,0.002000,0.002000
-0.378125,0.002000,0.001000,0.002000
-0.377930,0.001000,0.002000,0.001000
-0.377734,0.003000,0.002000,0.000000
-0.377539,0.002000,0.002000,0.000000
-0.377344,0.002000,0.001000,0.000000
-0.377148,0.002000,0.001000,0.001000
-0.376953,0.003000,0.002000,0.001000
-0.376758,0.002000,0.001000,0.000000
-0.376562,0.002000,0.001000,0.001000
-0.376367,0.002000,0.002000,0.001000
-0.376172,0.001000,0.002000,0.000000
-0.375977,0.003000,0.002000,0.002000
-0.375781,0.001000,0.000000,0.000000
-0.375586,0.003000,0.001000,0.001000
-0.375391,0.002000,0.001000,0.000000
-0.375195,0.002000,0.001000,0.001000
-0.375000,0.003000,0.001000,0.000000
-0.374805,0.002000,0.002000,0.001000
-0.374609,0.002000,0.002000,0.001000
-0.374414,0.003000,0.000000,0.000000
-0.374219,0.002000,0.002000,0.002000
-0.374023,0.001000,0.001000,0.002000
-0.373828,0.002000,0.002000,0.001000
-0.373633,0.000000,0.001000,0.000000
-0.373438,0.002000,0.000000,0.001000
-0.373242,0.003000,0.002000,-0.001000
-0.373047,0.003000,0.002000,0.002000
-0.372852,0.002000,0.002000,-0.001000
-0.372656,0.002000,0.002000,0.002000
-0.372461,0.002000,0.001000,0.000000
-0.372266,0.001000,0.002000,0.000000
-0.372070,0.002000,0.002000,0.000000
-0.371875,0.002000,0.000000,0.001000
-0.371680,0.002000,0.001000,0.000000
-0.371484,0.001000,0.002000,0.001000
-0.371289,0.003000,0.001000,0.001000
-0.371094,0.002000,0.001000,0.001000
-0.370898,0.001000,0.001000,0.001000
