时间（s）,X轴速度值（cm/s）,Y轴速度值（cm/s）,Z轴速度值（cm/s）
0.354297,-0.011000,-0.007000,0.007000
0.354492,-0.010000,-0.010000,0.002000
0.354688,-0.007000,-0.011000,0.007000
0.354883,-0.005000,-0.009000,0.003000
0.355078,-0.004000,-0.005000,0.004000
0.355273,-0.004000,-0.004000,0.001000
0.355469,-0.005000,-0.009000,0.004000
0.355664,-0.007000,-0.010000,0.000000
0.355859,-0.004000,-0.010000,-0.002000
0.356055,-0.001000,-0.008000,-0.008000
0.356250,-0.001000,-0.011000,-0.009000
0.356445,0.002000,-0.013000,-0.012000
0.356641,0.005000,-0.012000,-0.017000
0.356836,0.008000,-0.014000,-0.019000
0.357031,0.010000,-0.014000,-0.026000
0.357227,0.009000,-0.015000,-0.021000
0.357422,0.010000,-0.012000,-0.024000
0.357617,0.008000,-0.005000,-0.014000
0.357813,0.008000,-0.008000,-0.013000
0.358008,0.004000,-0.007000,-0.009000
0.358203,0.007000,-0.004000,-0.004000
0.358398,0.009000,-0.002000,-0.002000
0.358594,0.008000,-0.004000,0.003000
0.358789,0.008000,-0.005000,0.003000
0.358984,0.009000,-0.008000,0.011000
0.359180,0.011000,-0.004000,0.005000
0.359375,0.014000,-0.004000,0.013000
0.359570,0.010000,-0.007000,0.010000
0.359766,0.010000,-0.009000,0.019000
0.359961,0.010000,-0.009000,0.015000
0.360156,0.013000,-0.008000,0.020000
0.360352,0.015000,-0.004000,0.022000
0.360547,0.016000,-0.002000,0.024000
0.360742,0.021000,0.001000,0.023000
0.360938,0.023000,0.002000,0.020000
0.361133,0.020000,0.003000,0.021000
0.361328,0.014000,0.003000,0.014000
0.361523,0.012000,0.004000,0.014000
0.361719,0.009000,0.003000,0.009000
0.361914,0.004000,0.002000,0.008000
0.362109,-0.001000,0.004000,0.004000
0.362305,-0.005000,0.008000,0.003000
0.362500,-0.005000,0.010000,-0.002000
0.362695,-0.008000,0.009000,-0.003000
0.362891,-0.010000,0.010000,-0.005000
0.363086,-0.009000,0.009000,-0.007000
0.363281,-0.005000,0.005000,-0.011000
0.363477,-0.003000,0.003000,-0.012000
0.363672,-0.003000,0.003000,-0.008000
0.363867,-0.002000,0.007000,-0.010000
0.364063,0.002000,0.004000,-0.010000
0.364258,0.003000,0.002000,-0.009000
0.364453,0.005000,0.001000,-0.007000
0.364648,0.008000,0.003000,-0.005000
0.364844,0.010000,0.005000,-0.004000
0.365039,0.012000,0.005000,-0.003000
0.365234,0.013000,0.005000,-0.002000
0.365430,0.013000,0.005000,0.000000
0.365625,0.015000,0.005000,0.002000
0.365820,0.012000,0.005000,0.004000
0.366016,0.008000,0.004000,0.005000
0.366211,0.002000,0.004000,0.010000
0.366406,0.001000,0.005000,0.012000
0.366602,-0.001000,0.001000,0.012000
0.366797,-0.003000,-0.001000,0.015000
0.366992,-0.005000,-0.002000,0.015000
0.367188,-0.005000,-0.001000,0.013000
0.367383,-0.004000,-0.003000,0.012000
0.367578,-0.008000,-0.003000,0.013000
0.367773,-0.009000,-0.001000,0.011000
0.367969,-0.010000,0.000000,0.010000
0.368164,-0.009000,0.003000,0.009000
0.368359,-0.009000,0.002000,0.009000
0.368555,-0.007000,0.002000,0.009000
0.368750,-0.008000,0.009000,0.007000
0.368945,-0.008000,0.009000,0.007000
0.369141,-0.010000,0.009000,0.007000
0.369336,-0.010000,0.012000,0.005000
0.369531,-0.011000,0.014000,0.005000
0.369727,-0.007000,0.019000,0.002000
0.369922,-0.002000,0.016000,0.002000
0.370117,0.000000,0.014000,0.001000
0.370313,0.002000,0.014000,0.001000
0.370508,0.001000,0.014000,0.000000
0.370703,0.003000,0.010000,0.001000
0.370898,0.004000,0.008000,0.001000
0.371094,0.007000,0.004000,0.002000
0.371289,0.004000,0.003000,0.003000
0.371484,0.003000,-0.002000,-0.001000
0.371680,0.001000,-0.004000,0.000000
0.371875,-0.001000,-0.005000,-0.001000
0.372070,-0.004000,-0.003000,-0.003000
0.372266,-0.005000,-0.002000,-0.003000
0.372461,-0.004000,-0.007000,-0.008000
0.372656,-0.005000,-0.008000,-0.009000
0.372852,-0.005000,-0.007000,-0.008000
0.373047,-0.003000,-0.009000,-0.009000
0.373242,-0.003000,-0.012000,-0.009000
0.373438,-0.003000,-0.014000,-0.009000
0.373633,-0.002000,-0.013000,-0.008000
0.373828,0.001000,-0.013000,-0.008000
0.374023,0.002000,-0.013000,-0.005000
0.374219,0.003000,-0.011000,-0.003000
0.374414,0.004000,-0.008000,-0.003000
0.374609,0.007000,-0.004000,-0.004000
0.374805,0.009000,-0.005000,-0.003000
0.375000,0.012000,-0.005000,0.000000
0.375195,0.012000,-0.003000,0.000000
0.375391,0.015000,-0.001000,0.001000
0.375586,0.016000,-0.003000,0.001000
0.375781,0.020000,-0.005000,0.001000
0.375977,0.019000,-0.003000,0.003000
0.376172,0.020000,-0.001000,0.004000
0.376367,0.020000,0.001000,0.002000
0.376562,0.020000,0.000000,0.003000
0.376758,0.017000,0.000000,0.005000
0.376953,0.017000,0.003000,0.007000
0.377148,0.016000,0.009000,0.008000
0.377344,0.019000,0.008000,0.008000
0.377539,0.016000,0.008000,0.010000
0.377734,0.014000,0.010000,0.010000
0.377930,0.013000,0.012000,0.007000
0.378125,0.013000,0.012000,0.007000
0.378320,0.013000,0.010000,0.005000
0.378516,0.010000,0.009000,0.002000
0.378711,0.011000,0.011000,0.001000
0.378906,0.009000,0.012000,0.001000
0.379102,0.009000,0.009000,0.001000
0.379297,0.007000,0.009000,0.001000
0.379492,0.004000,0.013000,0.000000
0.379688,0.002000,0.014000,-0.001000
0.379883,0.000000,0.011000,-0.002000
0.380078,-0.002000,0.011000,-0.002000
0.380273,-0.002000,0.014000,-0.002000
0.380469,-0.003000,0.016000,-0.004000
0.380664,-0.004000,0.014000,-0.005000
0.380859,-0.002000,0.010000,-0.003000
0.381055,0.000000,0.010000,-0.004000
0.381250,0.001000,0.012000,-0.004000
0.381445,0.001000,0.010000,-0.001000
0.381641,0.003000,0.009000,-0.001000
0.381836,0.002000,0.007000,0.000000
0.382031,0.002000,0.009000,0.000000
0.382227,0.000000,0.008000,-0.003000
0.382422,0.000000,0.003000,-0.003000
0.382617,0.000000,0.003000,-0.004000
0.382812,-0.001000,0.004000,-0.005000
0.383008,-0.002000,0.004000,-0.005000
0.383203,-0.001000,0.003000,-0.003000
0.383398,-0.001000,0.001000,-0.003000
0.383594,-0.001000,0.000000,-0.003000
0.383789,0.000000,-0.001000,-0.001000
0.383984,0.001000,-0.004000,0.001000
0.384180,-0.001000,-0.008000,0.003000
0.384375,0.001000,-0.005000,0.002000
0.384570,0.000000,-0.007000,0.003000
0.384766,0.000000,-0.005000,0.005000
0.384961,0.001000,-0.007000,0.007000
0.385156,0.000000,-0.004000,0.009000
0.385352,0.001000,-0.003000,0.009000
0.385547,0.001000,-0.002000,0.009000
0.385742,0.000000,-0.004000,0.009000
0.385938,0.000000,-0.003000,0.009000
0.386133,-0.001000,-0.003000,0.008000
0.386328,-0.004000,-0.003000,0.007000
0.386523,-0.004000,-0.002000,0.007000
0.386719,-0.005000,-0.001000,0.004000
0.386914,-0.007000,0.000000,0.004000
0.387109,-0.004000,0.000000,0.002000
0.387305,-0.005000,0.000000,0.001000
0.387500,-0.005000,0.000000,-0.001000
0.387695,-0.004000,-0.003000,-0.002000
0.387891,-0.005000,-0.005000,-0.001000
0.388086,-0.005000,-0.008000,-0.001000
0.388281,-0.007000,-0.004000,-0.001000
0.388477,-0.009000,-0.002000,0.000000
0.388672,-0.008000,-0.003000,0.000000
0.388867,-0.008000,0.000000,0.002000
0.389063,-0.007000,0.002000,0.002000
0.389258,-0.007000,0.002000,0.004000
0.389453,-0.005000,0.004000,0.007000
0.389648,-0.007000,0.003000,0.009000
0.389844,-0.004000,0.005000,0.010000
0.390039,-0.003000,0.007000,0.010000
0.390234,-0.003000,0.007000,0.011000
0.390430,-0.002000,0.005000,0.011000
0.390625,0.000000,0.007000,0.009000
0.390820,0.003000,0.008000,0.010000
0.391016,0.005000,0.005000,0.010000
0.391211,0.007000,0.004000,0.008000
0.391406,0.008000,0.002000,0.005000
0.391602,0.011000,0.002000,0.004000
0.391797,0.013000,0.003000,0.001000
0.391992,0.016000,-0.002000,-0.001000
0.392188,0.017000,-0.002000,-0.002000
0.392383,0.017000,-0.002000,-0.005000
0.392578,0.019000,-0.002000,-0.007000
0.392773,0.020000,-0.003000,-0.003000
0.392969,0.019000,-0.003000,-0.003000
0.393164,0.021000,-0.003000,-0.001000
0.393359,0.021000,-0.002000,-0.001000
0.393555,0.019000,-0.002000,0.003000
0.393750,0.016000,-0.001000,0.004000
0.393945,0.019000,-0.001000,0.005000
0.394141,0.016000,0.001000,0.007000
0.394336,0.014000,0.002000,0.008000
0.394531,0.014000,0.003000,0.008000
0.394727,0.014000,0.003000,0.007000
0.394922,0.014000,0.004000,0.008000
0.395117,0.012000,0.007000,0.004000
0.395313,0.011000,0.008000,0.004000
0.395508,0.011000,0.008000,0.002000
0.395703,0.011000,0.009000,0.002000
0.395898,0.012000,0.010000,0.000000
0.396094,0.011000,0.011000,0.001000
0.396289,0.011000,0.013000,0.000000
0.396484,0.013000,0.012000,0.000000
0.396680,0.011000,0.010000,-0.002000
0.396875,0.011000,0.011000,-0.002000
0.397070,0.011000,0.010000,-0.003000
0.397266,0.010000,0.008000,-0.002000
0.397461,0.009000,0.005000,-0.004000
0.397656,0.005000,0.003000,-0.005000
0.397852,0.003000,0.002000,-0.005000
0.398047,0.004000,-0.001000,-0.008000
0.398242,0.002000,-0.001000,-0.010000
0.398438,0.000000,-0.002000,-0.010000
0.398633,-0.001000,-0.002000,-0.011000
0.398828,-0.001000,-0.001000,-0.010000
0.399023,-0.003000,-0.002000,-0.009000
0.399219,-0.005000,-0.001000,-0.009000
0.399414,-0.007000,0.001000,-0.008000
0.399609,-0.008000,0.003000,-0.005000
0.399805,-0.009000,0.005000,-0.004000
0.400000,-0.010000,0.004000,-0.003000
0.400195,-0.012000,0.004000,0.000000
0.400391,-0.011000,0.005000,0.001000
0.400586,-0.011000,0.007000,0.004000
0.400781,-0.012000,0.005000,0.005000
0.400977,-0.011000,0.004000,0.010000
0.401172,-0.010000,0.005000,0.012000
0.401367,-0.011000,0.004000,0.013000
0.401563,-0.010000,0.004000,0.014000
0.401758,-0.010000,0.000000,0.015000
0.401953,-0.009000,-0.003000,0.015000
0.402148,-0.008000,-0.005000,0.013000
0.402344,-0.008000,-0.005000,0.011000
0.402539,-0.009000,-0.007000,0.009000
0.402734,-0.008000,-0.009000,0.005000
0.402930,-0.008000,-0.010000,0.005000
0.403125,-0.007000,-0.012000,0.002000
0.403320,-0.007000,-0.010000,0.000000
0.403516,-0.005000,-0.011000,-0.001000
0.403711,-0.002000,-0.010000,-0.002000
0.403906,-0.003000,-0.008000,-0.004000
0.404102,-0.001000,-0.002000,-0.007000
0.404297,0.000000,-0.001000,-0.007000
0.404492,0.002000,-0.003000,-0.005000
0.404688,0.004000,-0.001000,-0.007000
0.404883,0.007000,0.002000,-0.005000
0.405078,0.008000,0.003000,-0.003000
0.405273,0.009000,0.004000,-0.003000
0.405469,0.009000,0.005000,-0.001000
0.405664,0.011000,0.008000,0.000000
0.405859,0.010000,0.008000,0.000000
0.406055,0.011000,0.005000,0.001000
0.406250,0.012000,0.005000,0.001000
0.406445,0.010000,0.005000,0.001000
0.406641,0.011000,0.004000,0.000000
0.406836,0.011000,0.003000,0.000000
0.407031,0.009000,0.001000,-0.001000
0.407227,0.010000,0.001000,-0.002000
0.407422,0.009000,-0.001000,-0.001000
0.407617,0.008000,-0.004000,-0.002000
0.407812,0.008000,-0.007000,-0.003000
0.408008,0.007000,-0.009000,-0.004000
0.408203,0.005000,-0.007000,-0.001000
0.408398,0.007000,-0.009000,-0.003000
0.408594,0.007000,-0.010000,-0.003000
0.408789,0.008000,-0.007000,-0.001000
0.408984,0.007000,-0.002000,0.000000
0.409180,0.008000,0.000000,0.001000
0.409375,0.009000,0.004000,0.003000
0.409570,0.012000,0.005000,0.005000
0.409766,0.012000,0.009000,0.004000
0.409961,0.014000,0.010000,0.009000
0.410156,0.014000,0.014000,0.009000
0.410352,0.016000,0.013000,0.011000
0.410547,0.015000,0.012000,0.011000
0.410742,0.015000,0.014000,0.012000
0.410938,0.016000,0.012000,0.012000
0.411133,0.016000,0.010000,0.009000
0.411328,0.015000,0.009000,0.011000
0.411523,0.015000,0.007000,0.007000
0.411719,0.014000,0.007000,0.009000
0.411914,0.012000,0.003000,0.003000
0.412109,0.011000,0.001000,0.007000
0.412305,0.010000,0.000000,0.002000
0.412500,0.008000,-0.003000,0.004000
0.412695,0.005000,-0.003000,0.001000
0.412891,0.003000,-0.003000,0.007000
0.413086,0.002000,-0.002000,0.002000
0.413281,0.000000,-0.002000,0.004000
0.413477,0.000000,-0.001000,0.003000
0.413672,-0.001000,-0.001000,0.004000
0.413867,-0.004000,0.001000,0.002000
0.414062,-0.004000,0.002000,0.003000
0.414258,-0.004000,0.001000,0.002000
0.414453,-0.005000,0.000000,0.003000
0.414648,-0.008000,0.001000,0.004000
0.414844,-0.008000,0.003000,0.003000
0.415039,-0.009000,0.004000,0.004000
0.415234,-0.009000,0.004000,0.002000
0.415430,-0.010000,0.005000,0.004000
0.415625,-0.009000,0.005000,0.002000
0.415820,-0.009000,0.008000,0.001000
0.416016,-0.009000,0.010000,0.003000
0.416211,-0.008000,0.007000,0.000000
0.416406,-0.008000,0.008000,0.003000
0.416602,-0.008000,0.009000,-0.001000
0.416797,-0.007000,0.008000,0.005000
0.416992,-0.007000,0.005000,0.000000
0.417188,-0.007000,0.007000,0.004000
0.417383,-0.005000,0.008000,0.000000
0.417578,-0.003000,0.008000,0.001000
0.417773,-0.003000,0.005000,-0.002000
0.417969,-0.003000,0.004000,-0.002000
0.418164,-0.001000,0.002000,-0.002000
0.418359,-0.002000,0.004000,-0.003000
0.418555,-0.003000,0.004000,-0.001000
0.418750,-0.003000,0.002000,-0.005000
0.418945,-0.003000,0.000000,-0.003000
0.419141,-0.004000,0.001000,-0.007000
0.419336,-0.002000,-0.001000,-0.004000
0.419531,-0.002000,-0.002000,-0.005000
0.419727,-0.002000,-0.004000,-0.003000
0.419922,-0.002000,-0.003000,-0.005000
0.420117,-0.001000,-0.003000,-0.002000
0.420313,0.000000,-0.003000,-0.004000
0.420508,0.001000,-0.004000,-0.001000
0.420703,0.002000,-0.001000,-0.003000
0.420898,0.004000,-0.001000,-0.001000
0.421094,0.004000,0.000000,0.000000
0.421289,0.004000,0.000000,0.002000
0.421484,0.007000,-0.001000,0.002000
0.421680,0.009000,0.000000,0.004000
0.421875,0.009000,-0.002000,0.005000
0.422070,0.008000,-0.002000,0.007000
0.422266,0.010000,-0.003000,0.005000
0.422461,0.012000,-0.001000,0.005000
0.422656,0.011000,-0.002000,0.008000
0.422852,0.013000,-0.003000,0.005000
0.423047,0.014000,-0.003000,0.008000
0.423242,0.016000,-0.001000,0.007000
0.423438,0.013000,-0.001000,0.008000
0.423633,0.014000,-0.003000,0.007000
0.423828,0.016000,-0.003000,0.004000
0.424023,0.015000,-0.002000,0.004000
0.424219,0.015000,-0.001000,0.004000
0.424414,0.014000,-0.002000,0.007000
0.424609,0.014000,-0.003000,0.005000
0.424805,0.013000,0.000000,0.007000
0.425000,0.012000,0.002000,0.004000
0.425195,0.010000,0.002000,0.005000
0.425391,0.010000,0.001000,0.005000
0.425586,0.010000,0.002000,0.004000
0.425781,0.009000,0.003000,0.004000
0.425977,0.009000,0.003000,0.003000
0.426172,0.008000,0.003000,0.004000
0.426367,0.008000,0.003000,0.003000
0.426563,0.007000,0.004000,0.002000
0.426758,0.007000,0.003000,0.002000
0.426953,0.007000,0.003000,0.002000
0.427148,0.005000,0.003000,0.002000
0.427344,0.005000,0.004000,0.002000
0.427539,0.005000,0.004000,0.002000
0.427734,0.004000,0.005000,0.003000
0.427930,0.004000,0.004000,0.003000
0.428125,0.003000,0.005000,0.004000
0.428320,0.004000,0.004000,0.003000
0.428516,0.002000,0.002000,0.003000
0.428711,0.002000,0.003000,0.004000
0.428906,0.002000,0.001000,0.003000
0.429102,0.001000,0.001000,0.002000
0.429297,0.001000,0.001000,0.002000
0.429492,0.000000,0.001000,0.002000
0.429688,-0.003000,0.002000,0.002000
0.429883,-0.001000,0.003000,0.002000
0.430078,-0.002000,0.001000,0.001000
0.430273,-0.002000,0.002000,0.002000
0.430469,-0.004000,0.003000,0.002000
0.430664,-0.005000,0.004000,0.003000
0.430859,-0.004000,0.004000,0.002000
0.431055,-0.005000,0.004000,0.002000
0.431250,-0.007000,0.003000,0.001000
0.431445,-0.007000,0.004000,0.002000
0.431641,-0.007000,0.008000,0.001000
0.431836,-0.005000,0.008000,0.002000
0.432031,-0.007000,0.007000,0.003000
0.432227,-0.007000,0.009000,0.003000
0.432422,-0.004000,0.008000,0.002000
0.432617,-0.004000,0.007000,0.002000
0.432813,-0.004000,0.005000,0.003000
0.433008,-0.005000,0.005000,0.003000
0.433203,-0.005000,0.007000,0.004000
0.433398,-0.004000,0.004000,0.003000
0.433594,-0.005000,0.002000,0.003000
0.433789,-0.007000,0.001000,0.001000
0.433984,-0.008000,0.000000,0.002000
0.434180,-0.007000,-0.002000,0.001000
0.434375,-0.007000,-0.003000,0.002000
0.434570,-0.007000,-0.004000,0.002000
0.434766,-0.007000,-0.003000,0.002000
0.434961,-0.005000,-0.005000,0.002000
0.435156,-0.003000,-0.009000,0.000000
0.435352,-0.004000,-0.009000,0.001000
0.435547,-0.004000,-0.007000,0.001000
0.435742,-0.003000,-0.009000,-0.001000
0.435938,-0.001000,-0.010000,-0.001000
0.436133,-0.002000,-0.010000,0.000000
0.436328,0.000000,-0.008000,0.001000
0.436523,0.001000,-0.008000,0.000000
0.436719,0.001000,-0.008000,0.001000
0.436914,0.002000,-0.009000,0.001000
0.437109,0.001000,-0.008000,0.001000
0.437305,0.003000,-0.007000,0.001000
0.437500,0.003000,-0.005000,0.001000
0.437695,0.004000,-0.005000,0.000000
0.437891,0.004000,-0.003000,-0.001000
0.438086,0.005000,-0.003000,-0.001000
0.438281,0.009000,-0.002000,-0.002000
0.438477,0.007000,-0.001000,-0.002000
0.438672,0.008000,0.000000,-0.003000
0.438867,0.009000,-0.001000,-0.002000
0.439062,0.009000,-0.001000,-0.001000
0.439258,0.010000,-0.001000,-0.002000
0.439453,0.009000,0.001000,-0.001000
0.439648,0.010000,0.000000,-0.002000
0.439844,0.011000,-0.001000,0.000000
0.440039,0.012000,0.000000,-0.001000
0.440234,0.011000,0.003000,0.000000
0.440430,0.011000,0.001000,0.000000
0.440625,0.012000,0.002000,0.001000
0.440820,0.013000,0.001000,0.000000
0.441016,0.011000,0.003000,0.000000
0.441211,0.011000,0.004000,0.001000
0.441406,0.012000,0.003000,0.001000
0.441602,0.012000,0.003000,0.002000
0.441797,0.014000,0.005000,0.001000
0.441992,0.013000,0.007000,0.003000
0.442188,0.014000,0.008000,0.002000
0.442383,0.014000,0.007000,0.002000
0.442578,0.014000,0.008000,0.002000
0.442773,0.012000,0.011000,0.003000
0.442969,0.010000,0.011000,0.003000
0.443164,0.011000,0.010000,0.005000
0.443359,0.008000,0.009000,0.004000
0.443555,0.005000,0.010000,0.004000
0.443750,0.005000,0.009000,0.005000
0.443945,0.002000,0.010000,0.005000
0.444141,0.000000,0.008000,0.008000
0.444336,-0.002000,0.008000,0.007000
0.444531,-0.002000,0.011000,0.007000
0.444727,-0.004000,0.007000,0.008000
0.444922,-0.007000,0.007000,0.009000
0.445117,-0.005000,0.007000,0.007000
0.445312,-0.005000,0.007000,0.005000
0.445508,-0.009000,0.007000,0.005000
0.445703,-0.007000,0.003000,0.007000
0.445898,-0.007000,0.003000,0.007000
0.446094,-0.007000,0.004000,0.003000
0.446289,-0.008000,0.004000,0.003000
0.446484,-0.009000,0.004000,0.002000
0.446680,-0.007000,0.002000,0.003000
0.446875,-0.007000,0.004000,0.002000
0.447070,-0.009000,0.004000,0.002000
0.447266,-0.009000,0.003000,0.003000
0.447461,-0.008000,0.003000,0.004000
0.447656,-0.009000,0.005000,0.003000
0.447852,-0.009000,0.004000,0.004000
0.448047,-0.008000,0.004000,0.004000
0.448242,-0.010000,0.004000,0.007000
0.448438,-0.010000,0.005000,0.004000
0.448633,-0.009000,0.004000,0.003000
0.448828,-0.009000,0.003000,0.004000
0.449023,-0.008000,0.001000,0.004000
0.449219,-0.009000,0.003000,0.003000
0.449414,-0.008000,0.003000,0.002000
0.449609,-0.007000,0.000000,0.002000
0.449805,-0.007000,-0.001000,0.002000
0.450000,-0.005000,0.001000,0.000000
0.450195,-0.005000,-0.001000,0.001000
0.450391,-0.005000,0.000000,0.001000
0.450586,-0.003000,-0.003000,0.000000
0.450781,-0.002000,-0.003000,0.001000
0.450977,-0.003000,-0.002000,0.000000
0.451172,-0.001000,-0.001000,0.000000
0.451367,-0.001000,-0.003000,0.001000
0.451563,0.001000,-0.003000,0.002000
0.451758,0.001000,-0.003000,0.000000
0.451953,0.003000,-0.003000,0.001000
0.452148,0.003000,-0.005000,0.001000
0.452344,0.004000,-0.007000,0.001000
0.452539,0.004000,-0.004000,0.001000
0.452734,0.008000,-0.004000,0.000000
0.452930,0.008000,-0.003000,0.001000
0.453125,0.009000,-0.005000,0.000000
0.453320,0.010000,-0.003000,0.002000
0.453516,0.011000,-0.002000,0.001000
0.453711,0.011000,-0.002000,0.002000
0.453906,0.011000,-0.002000,0.001000
0.454102,0.011000,-0.001000,0.002000
0.454297,0.011000,-0.001000,0.001000
0.454492,0.010000,0.001000,0.001000
0.454688,0.011000,0.002000,0.001000
0.454883,0.012000,0.002000,-0.001000
0.455078,0.012000,0.002000,-0.001000
0.455273,0.011000,0.004000,-0.002000
0.455469,0.011000,0.005000,-0.001000
0.455664,0.012000,0.004000,0.000000
0.455859,0.011000,0.003000,-0.001000
0.456055,0.011000,0.005000,0.000000
0.456250,0.010000,0.008000,0.000000
0.456445,0.011000,0.005000,0.000000
0.456641,0.012000,0.003000,0.000000
0.456836,0.012000,0.005000,-0.001000
0.457031,0.011000,0.008000,-0.001000
0.457227,0.011000,0.005000,-0.002000
0.457422,0.010000,0.002000,-0.001000
0.457617,0.011000,0.002000,-0.002000
0.457813,0.010000,0.004000,-0.001000
0.458008,0.009000,0.004000,-0.002000
0.458203,0.009000,0.001000,-0.001000
0.458398,0.008000,0.001000,-0.001000
0.458594,0.007000,0.003000,-0.003000
0.458789,0.007000,0.004000,-0.003000
0.458984,0.007000,0.004000,-0.002000
0.459180,0.008000,0.002000,0.000000
0.459375,0.004000,0.003000,0.000000
0.459570,0.004000,0.005000,0.000000
0.459766,0.003000,0.003000,0.001000
0.459961,0.003000,0.002000,0.002000
0.460156,0.002000,0.003000,0.003000
0.460352,0.001000,0.005000,0.001000
0.460547,0.001000,0.003000,0.003000
0.460742,-0.001000,0.003000,0.003000
0.460938,-0.002000,0.003000,0.002000
0.461133,-0.004000,0.005000,0.003000
0.461328,-0.005000,0.005000,0.003000
0.461523,-0.007000,0.003000,0.003000
0.461719,-0.009000,0.005000,0.003000
0.461914,-0.010000,0.008000,0.003000
0.462109,-0.010000,0.008000,0.004000
0.462305,-0.011000,0.005000,0.003000
0.462500,-0.011000,0.005000,0.003000
0.462695,-0.012000,0.008000,0.002000
0.462891,-0.012000,0.009000,0.002000
0.463086,-0.011000,0.008000,0.002000
0.463281,-0.011000,0.008000,0.003000
0.463477,-0.011000,0.007000,0.004000
0.463672,-0.012000,0.009000,0.003000
0.463867,-0.011000,0.009000,0.003000
0.464063,-0.009000,0.005000,0.002000
0.464258,-0.009000,0.005000,0.003000
0.464453,-0.008000,0.007000,0.002000
0.464648,-0.008000,0.005000,0.002000
0.464844,-0.005000,0.002000,0.001000
0.465039,-0.005000,0.002000,0.002000
0.465234,-0.005000,0.002000,0.002000
0.465430,-0.004000,0.002000,0.001000
0.465625,-0.004000,0.000000,0.001000
0.465820,-0.004000,-0.002000,0.003000
0.466016,-0.003000,-0.002000,0.001000
0.466211,-0.002000,-0.001000,0.002000
0.466406,-0.002000,-0.003000,0.000000
0.466602,-0.002000,-0.004000,0.000000
0.466797,0.000000,-0.005000,0.000000
0.466992,0.001000,-0.004000,0.000000
0.467188,0.000000,-0.005000,0.001000
0.467383,0.002000,-0.005000,0.001000
0.467578,0.003000,-0.005000,0.001000
0.467773,0.003000,-0.004000,0.000000
0.467969,0.003000,-0.005000,0.002000
0.468164,0.004000,-0.004000,0.002000
0.468359,0.005000,-0.007000,0.003000
0.468555,0.004000,-0.003000,0.002000
0.468750,0.005000,-0.003000,0.003000
0.468945,0.007000,-0.005000,0.001000
0.469141,0.009000,-0.005000,0.004000
0.469336,0.008000,-0.004000,0.002000
0.469531,0.009000,-0.005000,0.004000
0.469727,0.009000,-0.004000,0.003000
0.469922,0.011000,-0.004000,0.004000
0.470117,0.010000,-0.004000,0.004000
0.470312,0.011000,-0.004000,0.002000
0.470508,0.012000,-0.003000,0.007000
0.470703,0.011000,-0.004000,0.002000
0.470898,0.012000,-0.002000,0.009000
0.471094,0.013000,0.000000,0.002000
0.471289,0.012000,-0.002000,0.008000
0.471484,0.012000,-0.001000,0.001000
0.471680,0.013000,-0.001000,0.009000
0.471875,0.013000,0.000000,0.001000
0.472070,0.011000,-0.001000,0.007000
0.472266,0.010000,0.000000,0.002000
0.472461,0.011000,0.001000,0.005000
0.472656,0.011000,0.002000,0.002000
0.472852,0.010000,0.002000,0.002000
0.473047,0.008000,0.002000,0.003000
0.473242,0.008000,0.003000,0.001000
0.473438,0.008000,0.003000,0.003000
0.473633,0.008000,0.005000,0.000000
0.473828,0.007000,0.005000,0.002000
0.474023,0.005000,0.005000,0.000000
0.474219,0.005000,0.008000,0.002000
0.474414,0.004000,0.008000,0.000000
0.474609,0.004000,0.010000,0.003000
0.474805,0.005000,0.010000,0.001000
0.475000,0.003000,0.010000,0.002000
0.475195,0.004000,0.010000,0.001000
0.475391,0.002000,0.008000,0.002000
0.475586,0.005000,0.009000,0.003000
0.475781,0.003000,0.009000,-0.001000
0.475977,0.002000,0.009000,0.003000
0.476172,-0.001000,0.009000,-0.002000
0.476367,0.000000,0.008000,0.004000
0.476562,0.001000,0.005000,-0.001000
0.476758,-0.002000,0.004000,0.004000
0.476953,-0.001000,0.008000,0.000000
0.477148,-0.001000,0.005000,0.003000
0.477344,-0.003000,0.004000,0.002000
0.477539,-0.003000,0.003000,0.003000
0.477734,-0.005000,0.002000,0.004000
0.477930,-0.005000,0.003000,-0.001000
0.478125,-0.005000,0.004000,0.004000
0.478320,-0.007000,0.001000,0.001000
0.478516,-0.008000,0.002000,0.003000
0.478711,-0.008000,0.002000,-0.001000
0.478906,-0.009000,0.002000,0.001000
0.479102,-0.010000,0.000000,0.000000
0.479297,-0.012000,-0.001000,0.002000
0.479492,-0.010000,0.002000,-0.001000
0.479688,-0.010000,0.002000,-0.001000
0.479883,-0.010000,0.001000,0.000000
0.480078,-0.011000,-0.001000,0.001000
0.480273,-0.010000,0.002000,0.000000
0.480469,-0.008000,0.003000,-0.001000
0.480664,-0.009000,0.001000,-0.001000
0.480859,-0.008000,-0.001000,0.000000
0.481055,-0.009000,0.000000,-0.001000
0.481250,-0.005000,0.002000,-0.001000
0.481445,-0.005000,0.001000,-0.003000
0.481641,-0.007000,0.000000,-0.002000
0.481836,-0.004000,0.001000,-0.001000
0.482031,-0.003000,0.002000,-0.002000
0.482227,-0.003000,0.001000,0.000000
0.482422,-0.002000,-0.001000,-0.002000
0.482617,0.000000,0.001000,0.000000
0.482813,-0.001000,0.003000,-0.002000
0.483008,0.000000,0.002000,-0.001000
0.483203,0.001000,-0.001000,0.000000
0.483398,0.002000,0.000000,0.000000
